price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,sqm_above,sqm_basement,zipcode,sqm_living15,sqm_lot15,house_age,renovated
188000,3,1,154,683,1,0,0,2,8,154,0,98023,171,713,1,0
755000,3,2,342,18946,1,0,0,3,9,342,0,98014,224,13400,0,0
1289000,5,3,298,377,2,0,2,3,10,213,86,98117,180,465,4,1
455000,3,1,138,1234,2,0,0,3,6,138,0,98027,140,811,3,0
817500,5,3,335,865,2,0,3,3,10,249,86,98052,318,916,0,0
550000,3,2,158,138,3,0,0,3,8,158,0,98103,145,125,0,0
260000,3,1,156,811,1,0,0,3,8,115,41,98023,188,776,1,0
320000,3,2,144,3176,1,0,0,3,7,144,0,98045,214,3269,0,0
1153000,3,3,351,987,1,0,1,3,11,246,105,98006,358,1038,0,0
362000,4,2,219,685,1,0,0,3,7,136,84,98125,148,921,1,0
503500,3,2,168,163,2,0,0,3,7,125,43,98199,152,145,0,0
653000,3,2,213,323,2,0,0,3,9,213,0,98029,217,337,0,0
760000,4,2,313,1157,2,0,0,3,10,313,0,98077,344,1220,1,0
775000,4,1,194,469,1,0,0,4,7,101,93,98117,164,465,4,0
1339000,4,3,198,3224,1,1,4,3,9,198,0,98136,282,2658,2,0
417500,5,1,191,1014,1,0,0,4,7,126,65,98177,191,900,3,0
525000,3,1,145,869,1,0,0,4,7,113,32,98052,174,806,2,0
217000,2,1,68,223,1,0,1,3,4,68,0,98198,113,407,4,0
525000,4,2,270,586,1,0,0,3,8,152,118,98011,183,662,1,0
442500,4,2,231,809,1,0,0,3,7,176,56,98155,137,741,1,0
525000,4,1,159,970,1,0,0,4,7,159,0,98006,138,970,2,0
425500,4,1,141,988,1,0,0,4,7,141,0,98034,144,747,2,0
710000,3,2,272,20282,2,0,2,3,8,272,0,98024,228,20282,1,0
545000,4,3,294,1017,1,0,3,3,8,179,114,98070,221,1266,1,0
410000,5,2,270,1525,1,0,0,4,8,270,0,98058,184,1673,2,0
245000,3,2,158,753,1,0,0,3,7,112,46,98038,158,753,1,0
194900,2,1,75,622,1,0,0,4,6,75,0,98002,106,622,4,0
284000,4,2,186,501,2,0,0,3,7,186,0,98042,217,501,0,0
280000,2,1,176,4904,1,0,0,4,6,141,35,98001,169,4696,3,0
280000,3,1,193,8178,1,0,0,3,6,97,97,98014,193,7835,2,0
360000,4,2,161,511,1,0,0,5,7,94,67,98106,100,455,3,0
405000,2,1,67,402,1,0,0,3,6,67,0,98199,136,307,3,0
865000,4,2,331,1299,2,0,0,3,10,331,0,98075,357,1266,0,0
483300,4,2,112,1032,1,0,0,4,7,112,0,98006,119,1032,2,0
355000,4,2,198,861,2,0,0,4,8,198,0,98092,195,781,1,0
274950,3,2,146,815,1,0,0,3,7,110,36,98038,146,691,1,0
1925000,3,4,367,570,2,0,3,3,11,268,99,98199,283,491,0,0
755000,3,3,321,1449,2,0,0,3,11,250,71,98166,331,1398,1,0
1940000,4,5,671,20768,2,0,4,3,12,578,93,98053,249,706,0,0
309212,3,1,107,892,1,0,0,3,7,107,0,98045,141,927,1,0
219950,3,2,139,708,1,0,0,3,7,107,33,98023,143,804,1,0
690000,3,2,121,479,1,0,0,4,7,121,0,98117,130,373,4,0
250800,3,1,120,372,1,0,0,3,6,109,11,98106,106,372,3,0
557500,3,2,233,3276,1,0,2,3,9,233,0,98038,292,3388,1,0
941000,4,1,216,355,1,0,0,5,8,169,46,98105,180,355,4,0
3650000,6,4,509,1803,1,1,4,5,11,363,146,98105,326,1469,3,0
305000,4,2,189,799,1,0,0,4,7,114,74,98042,168,799,1,0
815000,4,1,191,1497,1,0,0,4,8,191,0,98004,191,1497,3,0
1015000,3,2,271,3209,1,0,4,4,9,167,104,98116,230,737,2,1
1240000,4,3,309,650,1,0,3,5,9,217,93,98144,243,493,4,0
535000,3,2,196,759,2,0,0,3,9,196,0,98056,222,697,1,0
775000,3,1,109,972,1,0,0,4,6,109,0,98004,187,1004,3,0
255000,3,2,148,806,1,0,0,3,7,148,0,98042,148,860,0,0
327000,2,1,99,906,1,0,0,3,7,99,0,98155,139,816,3,0
560000,4,2,253,820,2,0,3,3,8,208,45,98003,275,899,1,0
1339000,4,3,277,590,2,0,3,3,9,277,0,98033,267,590,0,0
199500,3,1,108,483,1,0,0,4,7,108,0,98042,137,483,1,0
760000,4,2,333,9068,2,0,0,3,9,333,0,98038,233,2516,0,0
439000,3,2,281,558,3,0,2,3,8,184,97,98108,107,558,1,0
527000,4,2,221,488,1,0,0,4,7,131,90,98008,200,796,2,0
199950,3,2,211,1263,1,0,0,4,6,121,90,98022,108,1259,3,0
254000,3,2,154,761,2,0,0,4,7,154,0,98042,154,651,1,0
393000,2,1,77,465,1,0,0,4,7,77,0,98103,103,465,4,0
585000,5,2,230,1172,1,0,0,4,8,173,58,98011,230,1152,1,0
450000,2,2,177,719,1,0,0,4,7,107,70,98126,106,719,4,0
565000,2,1,155,372,1,0,0,3,9,155,0,98029,217,349,0,0
330000,5,2,186,734,1,0,0,4,7,121,65,98188,186,849,1,0
870000,3,2,216,6072,1,0,0,3,9,216,0,98074,288,5539,1,0
585000,4,2,173,754,1,0,0,4,8,136,37,98008,190,762,2,0
500000,3,2,196,19399,2,0,3,3,9,196,0,98092,222,11619,1,0
295000,3,2,130,686,1,0,0,3,7,107,23,98058,169,743,1,0
775000,3,2,265,1375,1,0,0,4,9,178,86,98006,307,1005,1,0
280000,3,1,127,1027,1,0,0,3,7,127,0,98045,141,929,1,0
539000,3,2,202,297,1,0,0,5,7,119,83,98103,110,114,4,0
567500,3,1,239,1304,1,0,2,4,8,239,0,98166,237,1496,3,0
442500,4,2,183,734,1,0,0,3,8,122,61,98125,173,745,2,0
598200,5,3,277,431,3,0,0,3,8,277,0,98118,102,479,0,0
610000,4,2,214,1008,2,0,0,5,8,214,0,98033,165,1008,2,0
544900,3,2,185,459,2,0,0,3,8,185,0,98075,209,447,0,0
557500,4,2,222,3556,2,0,0,3,8,222,0,98072,182,1590,0,0
532500,3,2,201,697,1,0,1,3,7,133,68,98074,145,697,1,0
1350000,4,3,307,1478,2,0,0,5,10,307,0,98040,255,1056,1,0
750000,3,2,171,263,1,0,0,3,7,97,74,98112,169,349,4,0
530000,3,2,189,1018,2,0,0,3,8,189,0,98052,182,956,1,0
346100,3,2,130,189,2,0,0,3,7,130,0,98136,139,189,0,0
260000,4,2,216,1561,2,0,0,4,9,216,0,98092,251,1457,1,0
365000,3,1,131,850,1,0,0,5,7,131,0,98006,167,924,2,0
615000,3,2,173,3978,1,0,0,4,7,86,86,98075,184,1046,1,0
318400,4,2,169,643,2,0,0,3,7,169,0,98038,156,650,0,0
498500,4,2,178,667,2,0,0,3,8,178,0,98155,151,941,1,0
450000,3,1,143,696,1,0,0,5,7,143,0,98034,118,683,2,0
200000,3,2,133,735,1,0,0,4,7,133,0,98092,174,781,1,0
234000,3,1,94,828,1,0,0,5,7,94,0,98042,107,968,2,0
121800,2,1,87,779,1,0,0,3,5,87,0,98146,120,779,3,0
805000,3,2,242,546,1,0,2,5,8,149,93,98116,210,510,4,0
410000,4,2,191,677,1,0,0,3,8,113,78,98155,139,756,2,1
475000,3,2,178,421,2,0,0,3,8,178,0,98034,128,474,1,0
1337500,4,2,270,1959,2,0,0,3,11,270,0,98199,315,1859,1,0
269000,1,1,95,736,1,0,0,3,7,95,0,98106,93,666,3,1
573000,4,2,200,885,2,0,0,4,8,200,0,98052,186,885,1,0
330000,3,2,154,269,2,0,0,3,7,154,0,98108,143,269,0,0
252750,4,1,114,689,1,0,0,3,7,114,0,98166,95,711,3,0
745000,2,2,202,701,1,0,0,3,8,202,0,98053,202,658,0,0
280000,3,2,119,709,1,0,0,3,7,119,0,98038,135,630,1,0
535000,4,2,208,643,1,0,0,5,8,128,80,98146,143,651,2,0
580000,4,1,165,474,1,0,0,3,7,123,43,98115,175,474,3,0
301000,3,1,171,669,1,0,0,4,7,113,58,98055,164,750,2,0
600000,4,1,162,716,1,0,0,5,7,162,0,98008,162,755,2,0
538900,5,3,283,614,2,0,0,3,9,283,0,98106,153,634,0,0
366000,3,2,220,407,2,0,0,3,8,220,0,98038,221,428,0,0
303000,4,2,195,630,2,0,0,3,8,195,0,98042,195,575,0,0
432000,3,2,137,147,2,0,0,3,8,101,35,98136,137,155,0,0
300000,2,1,121,569,1,0,0,3,6,76,45,98146,116,569,3,0
908800,3,3,318,727,2,0,0,4,8,226,92,98144,91,586,3,0
500000,3,1,111,441,1,0,0,3,7,90,20,98107,136,441,3,0
254000,5,2,193,1498,1,0,0,5,7,162,32,98001,140,1214,2,0
470000,5,1,203,397,1,0,0,4,7,125,78,98117,142,361,4,0
480000,3,2,136,730,1,0,0,5,7,136,0,98008,172,757,2,0
536000,3,1,142,790,1,0,0,4,7,107,35,98033,150,795,1,0
1349000,4,3,441,800,2,0,3,3,11,338,102,98027,376,773,0,0
550000,3,2,184,3800,1,0,0,4,8,184,0,98052,229,3318,1,0
260000,3,1,159,595,1,0,0,4,7,115,44,98023,149,595,1,0
284900,2,1,108,91,2,0,0,3,7,83,25,98155,108,94,0,0
740000,3,2,204,279,2,0,0,3,9,142,62,98109,204,307,0,0
425000,2,1,109,465,1,0,0,4,7,96,13,98136,109,544,4,0
230000,3,1,104,697,1,0,0,3,7,104,0,98146,104,465,2,0
675000,3,1,159,372,2,0,0,3,8,159,0,98116,178,372,4,0
267500,3,1,153,726,1,0,0,3,7,153,0,98030,168,788,1,0
814000,4,2,264,820,1,0,2,5,8,132,132,98118,215,813,3,0
1250000,4,3,308,20242,1,0,0,3,9,308,0,98053,261,20242,1,0
460000,3,2,173,672,1,0,0,3,7,123,50,98125,170,671,1,0
445000,3,2,209,893,2,0,0,3,8,209,0,98045,188,914,1,0
715000,3,2,269,653,2,0,0,3,8,269,0,98074,269,669,0,0
425000,3,1,197,557,1,0,0,3,7,99,99,98125,171,1022,3,0
370000,4,2,198,441,2,0,0,3,8,198,0,98058,198,378,0,0
302000,2,1,109,762,1,0,0,4,6,72,36,98003,165,838,3,0
453000,4,1,197,690,1,0,0,4,7,99,99,98008,143,690,2,0
290000,3,1,119,996,1,0,0,4,7,119,0,98059,134,917,2,0
1035000,4,2,295,4415,2,0,0,3,10,295,0,98033,296,3263,1,0
925000,4,2,210,3902,1,0,0,4,9,210,0,98033,246,3468,2,0
600000,3,1,272,1847,1,0,0,3,9,189,84,98072,255,1069,1,0
354000,3,1,99,534,1,0,2,4,7,99,0,98126,99,534,1,0
204950,4,1,162,868,1,0,0,3,7,110,52,98023,134,1197,1,0
675000,4,2,278,502,2,0,0,3,8,278,0,98074,269,608,0,0
995000,4,3,328,1860,2,0,0,3,11,328,0,98052,358,1924,1,0
800000,5,2,275,1019,1,0,0,4,7,139,136,98005,201,1019,2,0
472500,3,2,153,345,2,0,0,3,8,153,0,98052,164,350,0,0
549950,4,2,253,1255,1,0,0,3,8,140,112,98007,233,1148,2,0
575575,3,1,141,269,1,0,0,3,7,93,48,98103,195,358,4,0
545000,4,3,408,1141,1,0,0,3,10,219,189,98092,284,1015,0,0
340000,3,2,240,691,1,0,0,3,7,151,88,98133,178,719,2,0
225000,3,1,89,512,1,0,0,4,6,89,0,98056,101,542,2,0
299950,2,1,136,976,1,0,0,3,7,136,0,98031,136,758,1,0
829900,4,3,357,372,2,0,0,3,8,245,112,98105,151,372,0,0
340000,4,2,194,390,2,0,0,3,7,194,0,98038,194,390,0,0
515000,4,2,230,725,1,0,0,3,8,137,93,98052,191,748,1,0
601000,4,2,194,642,2,0,0,4,8,194,0,98029,194,592,1,0
470000,3,2,192,797,2,0,0,3,8,192,0,98059,227,729,1,0
371500,3,1,153,595,1,0,0,4,7,91,62,98106,114,595,2,0
550000,3,1,175,4251,1,0,0,4,8,131,44,98072,217,3583,1,0
242550,4,2,191,717,2,0,0,3,8,191,0,98023,151,717,0,0
367500,3,1,131,897,1,0,0,3,8,131,0,98177,194,862,2,0
359000,4,3,257,814,2,0,0,3,8,195,62,98003,189,673,0,0
204900,3,2,129,766,1,0,0,2,7,129,0,98001,117,766,1,0
850000,4,2,506,22266,1,0,0,2,9,253,253,98001,183,3754,2,0
187000,3,1,119,414,2,0,0,3,6,119,0,98002,99,406,1,0
340000,3,2,160,2602,1,0,0,4,7,160,0,98058,186,3886,2,0
330000,6,2,283,2652,1,0,0,3,8,176,107,98030,126,767,3,0
782000,4,3,351,722,2,0,0,3,9,289,62,98052,308,738,0,0
612000,4,2,248,555,2,0,0,3,8,248,0,98034,199,532,0,0
400000,3,2,125,671,1,0,0,3,7,125,0,98177,178,706,2,0
941500,5,3,324,900,2,0,4,3,9,229,96,98177,286,1254,1,0
313000,2,1,81,69,2,0,0,3,8,74,7,98103,159,119,0,0
735000,4,2,224,395,1,0,0,5,7,136,88,98117,126,472,4,0
471000,3,1,152,941,1,0,0,3,8,125,28,98011,205,1009,1,0
350000,3,1,143,911,1,0,0,4,7,143,0,98155,145,878,3,0
530000,4,2,220,892,1,0,0,3,8,146,74,98027,237,976,1,0
415000,4,3,170,887,2,0,0,3,7,170,0,98028,162,906,1,0
639500,4,2,217,836,2,0,0,3,8,217,0,98052,217,780,1,0
580379,4,2,208,2586,1,0,0,4,8,208,0,98075,217,1859,1,0
378000,2,2,158,234,2,0,0,3,8,158,0,98065,164,269,0,0
265000,3,2,163,864,1,0,0,4,7,131,32,98058,160,732,2,0
212000,3,1,102,906,1,0,0,4,6,102,0,98023,102,920,2,0
400000,4,3,216,1214,2,0,2,3,8,216,0,98198,206,2348,0,0
750000,4,2,236,603,2,0,0,3,8,236,0,98008,185,785,0,0
384900,5,2,287,1185,1,0,0,3,8,163,125,98023,164,2409,2,0
176000,2,1,72,483,1,0,0,5,6,72,0,98042,107,495,2,0
350000,3,2,220,430,2,0,0,3,7,220,0,98038,213,466,0,0
168000,3,1,112,670,1,0,0,4,6,112,0,98030,112,711,1,0
358000,4,2,204,284,1,0,0,3,7,102,102,98118,131,474,5,1
580000,3,2,247,3044,1,0,0,4,8,247,0,98077,253,3271,1,0
442500,3,1,149,955,1,0,0,3,7,98,51,98034,148,753,1,0
515000,2,2,124,116,3,0,0,3,8,124,0,98105,133,123,0,0
554000,5,2,320,1199,1,0,2,4,8,160,160,98166,195,999,2,0
659000,3,2,233,587,2,0,0,3,9,233,0,98075,234,541,0,0
414999,4,2,200,938,1,0,0,3,7,101,99,98034,175,929,2,0
275000,3,1,110,955,1,0,0,3,6,110,0,98045,156,1032,1,0
193000,2,1,63,803,1,0,0,4,5,63,0,98188,123,1221,3,0
525000,4,2,264,441,2,0,0,3,9,264,0,98058,229,441,0,0
424000,3,2,169,697,2,0,0,3,8,169,0,98052,190,772,1,0
455000,2,1,99,479,1,0,0,4,6,81,19,98117,141,359,5,0
463000,2,1,116,525,2,0,1,4,7,116,0,98126,112,525,3,0
1100000,4,2,204,586,1,0,3,3,7,115,88,98033,254,1362,2,0
523000,3,1,279,503,2,0,0,4,8,177,102,98115,144,503,2,0
615000,4,1,211,914,1,0,0,4,8,211,0,98005,236,1114,2,0
1515000,4,4,418,1096,2,0,0,3,12,418,0,98027,365,1076,1,0
870000,5,4,316,465,2,0,0,3,8,216,100,98107,178,465,5,1
710000,3,2,263,900,2,0,0,3,10,263,0,98074,276,808,1,0
215000,3,1,89,889,1,0,0,5,7,89,0,98023,119,892,2,0
590000,2,1,142,599,1,0,0,4,7,142,0,98117,142,465,4,0
323000,5,2,232,1211,1,0,0,3,7,121,112,98092,227,1236,2,0
279000,4,2,145,703,1,0,0,4,7,145,0,98058,138,814,2,0
535100,3,2,192,670,1,0,0,3,8,160,33,98177,218,742,2,0
830000,5,2,252,1840,1,0,0,5,9,178,74,98005,197,1524,2,0
815000,4,2,293,391,2,0,0,3,9,293,0,98033,293,480,0,0
535900,3,2,175,1011,1,0,0,3,8,138,37,98008,197,952,1,0
230000,3,1,116,818,1,0,0,3,7,116,0,98146,138,762,2,0
325500,4,1,213,757,1,0,0,4,7,138,74,98055,171,757,2,0
359000,3,2,185,403,2,0,0,3,7,185,0,98056,157,343,0,0
505000,3,2,195,541,2,0,2,3,8,195,0,98065,176,385,0,0
253905,3,1,87,781,1,0,0,5,7,87,0,98056,88,781,2,0
369950,3,1,152,452,1,0,0,3,8,112,41,98125,138,669,2,0
350000,3,2,173,779,2,0,0,3,7,173,0,98038,174,779,0,0
650000,4,2,195,232,3,0,0,3,8,195,0,98115,154,372,0,0
295000,3,1,139,1417,1,0,0,3,6,139,0,98070,139,1579,4,1
620000,3,1,156,2607,1,0,3,3,8,110,46,98177,204,2445,3,0
1998000,2,2,362,85541,2,0,0,3,12,362,0,98065,253,38286,0,0
246000,3,1,130,689,1,0,0,3,6,130,0,98166,99,689,3,0
430000,3,2,242,1195,1,0,0,3,7,125,116,98014,210,1204,2,0
509990,3,2,134,452,2,0,0,2,6,134,0,98118,126,424,4,0
490000,4,1,174,883,1,0,0,4,7,101,72,98033,187,929,2,0
385000,4,2,275,972,1,0,1,3,8,219,56,98198,174,976,1,0
769000,4,2,227,626,2,0,0,3,9,227,0,98074,239,604,0,0
185000,2,1,104,846,1,0,0,4,6,104,0,98023,78,868,2,0
303500,3,1,99,972,1,0,0,4,7,99,0,98034,132,972,2,0
468000,4,2,200,759,1,0,0,3,8,133,67,98177,219,742,2,0
449950,4,2,288,929,2,0,0,3,9,288,0,98042,172,877,1,0
235000,2,1,82,168,2,0,0,3,7,82,0,98133,82,470,0,0
520000,4,2,231,3248,2,0,0,3,9,200,32,98027,231,3684,1,0
203000,2,1,100,843,1,0,0,3,6,100,0,98168,100,618,3,0
657000,5,2,235,947,1,0,0,4,7,120,115,98008,190,796,2,0
275000,3,1,112,725,1,0,0,4,7,112,0,98126,114,657,2,0
540000,4,2,265,693,2,0,0,3,9,265,0,98072,251,787,1,0
455000,4,2,274,418,2,0,0,3,7,274,0,98059,219,418,0,0
458500,2,1,108,635,1,0,0,3,7,80,28,98115,116,635,3,0
549900,4,3,318,442,2,0,0,3,10,318,0,98055,324,530,0,0
750000,3,1,208,983,2,0,0,5,8,144,64,98115,146,983,4,0
235000,4,1,135,826,1,0,0,3,7,110,25,98168,135,838,2,0
286000,4,2,169,737,2,0,0,5,7,169,0,98038,138,737,1,0
2650000,4,3,437,1276,2,0,3,3,11,325,112,98033,298,1422,2,1
602000,4,1,226,1301,1,0,0,4,7,147,79,98052,178,770,2,0
640000,3,1,182,379,1,0,0,3,7,182,0,98115,175,379,4,0
267000,3,1,134,1015,1,0,0,4,8,134,0,98030,160,768,1,0
712000,4,2,254,408,2,0,0,3,8,254,0,98075,248,432,0,0
301000,2,1,85,836,1,0,0,3,5,85,0,98065,120,836,4,0
990000,4,2,226,588,2,0,0,4,8,188,38,98109,217,407,4,0
739999,4,2,311,604,2,0,0,3,10,311,0,98075,275,648,0,0
480000,4,1,216,402,1,0,0,3,7,106,110,98144,169,402,5,0
305000,3,2,117,151,3,0,0,3,8,117,0,98133,125,110,0,0
703300,3,2,184,328,1,0,0,4,8,148,36,98117,164,349,4,0
265000,4,1,147,787,2,0,0,4,7,147,0,98001,147,768,2,0
600000,4,2,252,3254,2,0,2,3,9,252,0,98045,217,3257,1,0
253000,3,1,130,906,1,0,0,3,7,130,0,98198,152,748,2,1
617950,4,2,224,739,2,0,0,3,8,224,0,98034,178,717,0,0
385000,4,3,166,229,2,0,0,4,7,102,64,98106,117,375,0,0
319000,3,2,152,858,1,0,0,5,7,99,54,98118,207,962,2,0
696000,3,2,155,746,1,0,0,5,7,109,46,98008,182,833,2,0
345000,2,1,90,534,1,0,0,4,6,90,0,98126,153,802,4,0
380000,3,2,150,165,3,0,0,3,7,150,0,98115,104,203,0,0
647500,4,1,191,2420,1,0,0,4,8,108,84,98166,241,2034,3,0
725000,3,2,332,3278,2,0,0,3,9,332,0,98027,326,3457,0,0
269950,3,1,130,719,1,0,0,4,7,130,0,98038,142,721,1,0
875000,4,2,322,2984,2,0,0,3,10,322,0,98077,353,3270,0,0
299950,3,1,112,885,1,0,0,3,7,112,0,98106,156,708,2,0
1875000,4,3,365,1016,2,0,0,3,10,365,0,98004,165,929,0,0
430000,2,1,92,446,1,0,0,3,7,92,0,98117,110,465,3,0
495000,5,2,204,459,2,0,0,3,8,204,0,98029,204,551,1,0
275000,3,1,140,1506,1,0,0,3,7,140,0,98031,153,1296,2,0
333000,3,1,151,468,1,0,0,3,7,104,46,98118,166,574,2,0
247000,3,2,147,738,2,0,0,4,7,147,0,98023,161,748,1,0
204555,3,1,117,1394,1,0,0,4,7,117,0,98092,223,2018,1,0
432000,3,2,204,1271,1,0,0,4,9,204,0,98042,257,1283,0,0
175000,3,1,114,1213,1,0,0,4,7,114,0,98001,157,1464,2,0
556300,4,2,189,664,1,0,0,4,7,130,59,98008,167,703,2,0
286000,2,1,72,323,1,0,0,4,5,72,0,98045,112,629,4,0
320000,2,1,103,112,3,0,0,3,8,103,0,98103,103,127,0,0
815000,3,2,259,4939,2,0,0,4,9,259,0,98077,255,4453,1,0
385000,4,1,154,1000,1,0,0,3,7,93,61,98056,175,773,1,0
1039000,4,1,317,465,2,0,0,5,8,204,113,98144,237,465,5,0
350000,4,2,222,1208,2,0,0,3,8,222,0,98023,228,1041,1,0
277000,4,2,172,546,2,0,0,3,8,172,0,98092,220,604,0,0
415000,6,2,232,483,1,0,0,3,8,116,116,98118,167,483,2,0
295000,3,1,93,773,1,0,0,5,6,93,0,98155,101,785,3,0
969000,4,2,228,465,2,0,4,5,8,204,23,98116,219,566,4,0
339888,4,1,134,571,1,0,0,5,6,67,67,98106,89,480,3,0
269950,3,2,154,651,2,0,0,3,7,154,0,98030,171,621,0,0
1185000,3,2,233,428,2,0,2,3,10,233,0,98034,238,697,0,0
780000,4,2,287,1163,2,0,0,4,10,287,0,98075,288,1011,0,0
198000,3,1,80,482,1,0,0,4,6,80,0,98042,104,511,2,0
350000,2,1,113,2668,1,0,0,4,7,113,0,98056,255,625,3,0
350000,3,1,94,714,1,0,0,4,7,94,0,98034,123,685,2,0
319000,4,2,222,683,2,0,0,3,8,222,0,98023,222,683,1,0
311000,4,2,310,743,2,0,0,4,8,310,0,98023,207,743,2,0
394000,5,3,336,432,2,0,0,3,8,259,77,98038,265,432,0,0
1335000,5,2,390,539,2,0,0,4,9,270,120,98112,284,539,5,0
2700000,5,2,356,1283,2,1,4,3,9,356,0,98040,358,3398,2,1
396000,3,1,184,887,1,0,0,3,7,100,84,98133,156,886,3,0
809000,4,1,166,778,1,0,0,4,8,125,42,98033,203,976,1,0
480000,3,2,147,688,1,0,0,3,7,98,49,98052,145,693,1,0
535000,6,1,229,558,1,0,0,4,7,114,114,98115,145,397,5,0
425000,5,2,196,476,2,0,0,3,7,174,22,98106,147,476,3,1
408000,3,2,137,112,3,0,0,3,8,137,0,98117,136,116,0,0
1255000,4,2,326,1217,2,0,0,4,10,326,0,98040,300,1184,2,0
292000,3,2,181,690,2,0,0,3,8,181,0,98038,204,434,0,0
217000,2,1,72,903,1,0,0,4,6,72,0,98168,106,903,3,0
398500,4,2,209,564,2,0,0,3,8,209,0,98056,141,729,0,0
2250000,3,3,375,669,1,0,2,4,9,310,65,98112,321,1004,4,0
700000,4,1,219,558,1,0,0,3,7,119,100,98109,158,322,2,0
585000,4,2,217,4262,2,0,0,3,9,217,0,98075,272,467,1,0
399950,3,1,160,828,1,0,0,4,7,160,0,98155,174,803,2,0
235000,3,1,177,794,1,0,0,3,6,88,88,98168,127,948,1,0
212000,3,1,97,632,1,0,0,5,6,97,0,98178,133,565,3,0
539000,3,2,192,855,1,0,0,3,8,113,79,98074,193,888,1,0
390000,3,3,144,149,2,0,0,3,8,119,25,98122,180,175,0,0
560000,3,2,188,1109,1,0,0,4,9,188,0,98052,224,1148,1,0
800000,5,2,309,839,2,0,0,3,9,309,0,98075,309,712,0,0
1900000,4,3,384,10457,2,0,0,3,11,384,0,98005,292,2430,1,0
472000,5,2,189,911,1,0,0,3,7,103,86,98008,179,743,2,0
502550,3,1,164,732,1,0,0,4,7,109,56,98008,155,743,2,0
830000,4,3,309,726,2,0,0,3,9,309,0,98075,288,601,0,0
224950,4,2,210,900,1,0,0,4,7,141,69,98002,163,922,2,0
375000,3,2,181,639,2,0,0,3,8,181,0,98155,181,712,0,0
645000,3,2,272,1849,1,0,0,3,9,272,0,98077,294,1904,1,0
599000,3,2,182,232,1,0,0,5,7,131,51,98103,190,465,4,0
515000,4,2,277,1165,2,0,0,3,9,277,0,98031,244,1165,0,0
135000,2,1,72,621,1,0,0,4,5,72,0,98002,82,622,3,0
485000,3,2,153,392,2,0,0,3,8,153,0,98075,153,424,0,0
890000,3,3,375,1186,2,0,0,4,9,260,114,98005,248,1250,1,0
215000,3,1,94,941,1,0,0,4,7,94,0,98042,114,941,2,0
299500,3,1,111,892,1,0,0,3,7,111,0,98045,126,942,1,0
800000,2,1,98,813,1,0,0,4,7,98,0,98004,312,1869,3,0
275000,3,2,145,394,2,0,0,3,7,145,0,98038,155,395,0,0
256400,3,1,138,725,1,0,0,3,7,94,45,98003,146,725,2,0
310000,2,1,72,757,1,0,0,4,6,72,0,98155,76,757,3,0
385000,1,1,58,474,1,0,0,3,6,58,0,98144,143,249,3,0
203000,3,1,112,848,1,0,0,3,7,93,19,98055,152,855,2,0
285000,4,2,197,638,1,0,0,3,7,99,99,98133,136,723,3,0
473975,3,2,217,336,2,0,0,3,8,217,0,98074,170,274,0,0
320000,3,1,186,907,1,0,0,4,8,130,56,98058,176,752,1,0
599000,5,2,262,428,1,0,0,3,7,135,127,98117,151,357,2,0
580000,3,2,190,446,1,0,0,4,7,95,95,98126,152,446,4,0
269500,4,2,158,656,2,0,0,3,7,158,0,98001,153,560,0,0
274000,2,1,76,576,1,0,0,4,6,76,0,98166,131,1301,2,0
347000,2,1,122,201,2,0,0,4,8,122,0,98028,152,198,2,0
270000,3,1,129,1013,1,0,0,3,6,80,49,98106,129,1007,2,0
1430000,3,2,176,1117,1,0,2,3,8,176,0,98004,186,1135,3,0
220000,3,1,136,672,1,0,0,3,7,136,0,98198,164,672,1,0
243000,3,1,138,1433,1,0,2,4,8,138,0,98022,111,1000,2,0
457500,3,1,171,375,1,0,0,5,7,98,73,98108,171,468,4,0
340000,2,1,175,670,1,0,0,3,7,87,87,98115,175,748,3,0
657500,4,1,178,465,1,0,0,3,7,150,28,98105,202,465,5,0
332500,4,2,206,439,2,0,0,3,7,206,0,98038,194,438,0,0
340000,3,2,131,931,1,0,3,3,6,131,0,98045,146,974,1,0
350000,4,3,314,1499,1,0,1,3,8,217,98,98118,232,1032,2,0
428000,4,2,181,521,1,0,0,5,7,104,77,98118,186,562,2,0
515055,4,2,223,773,2,0,0,3,8,223,0,98045,226,860,0,0
450000,3,1,145,833,1,0,0,4,8,145,0,98008,185,747,2,0
190000,3,1,97,828,1,0,0,3,6,97,0,98168,124,903,3,0
1000000,4,2,287,1537,3,0,0,4,8,241,46,98116,139,477,4,1
299000,3,2,172,428,2,0,0,3,7,172,0,98058,201,442,0,0
508000,2,1,112,232,2,0,2,3,7,101,10,98112,250,446,4,0
294000,4,2,204,348,2,0,0,3,8,204,0,98038,204,334,0,0
320000,2,1,128,541,1,0,0,3,7,128,0,98117,143,379,4,1
641000,5,2,345,806,2,0,0,3,9,345,0,98056,302,807,0,0
675000,3,2,216,9149,1,0,0,4,8,128,87,98072,263,5020,1,0
255000,3,1,103,957,1,0,0,5,7,103,0,98042,124,957,2,0
286651,3,2,170,464,2,0,0,3,7,170,0,98001,231,464,0,0
607500,4,2,229,4251,1,0,0,4,8,153,75,98075,237,2978,2,0
765000,3,1,118,604,1,0,0,4,7,118,0,98033,210,669,2,0
334950,4,1,158,3808,1,0,0,3,8,158,0,98031,257,3808,2,0
